Continent,PopulationSize,Date,TotalCases,TotalDeaths,DeathRatePercentage,PopulationInfectedPercentage,PopulationVaccinatedPercentage
Africa,1426736614,2020-02-13,0,0,0,0,
Africa,1426736614,2020-02-14,0,0,0,0,
Africa,1426736614,2020-02-15,0,0,0,0,
Africa,1426736614,2020-02-16,1,0,0,7.00900215349769e-08,
Africa,1426736614,2020-02-17,1,0,0,7.00900215349769e-08,
Africa,1426736614,2020-02-18,1,0,0,7.00900215349769e-08,
Africa,1426736614,2020-02-19,1,0,0,7.00900215349769e-08,
Africa,1426736614,2020-02-20,1,0,0,7.00900215349769e-08,
Africa,1426736614,2020-02-21,1,0,0,7.00900215349769e-08,
Africa,1426736614,2020-02-22,1,0,0,7.00900215349769e-08,
Africa,1426736614,2020-02-23,1,0,0,7.00900215349769e-08,
Africa,1426736614,2020-02-24,1,0,0,7.00900215349769e-08,
Africa,1426736614,2020-02-25,1,0,0,7.00900215349769e-08,
Africa,1426736614,2020-02-26,2,0,0,1.40180043069954e-07,
Africa,1426736614,2020-02-27,2,0,0,1.40180043069954e-07,
Africa,1426736614,2020-02-28,2,0,0,1.40180043069954e-07,
Africa,1426736614,2020-02-29,3,0,0,2.10270064604931e-07,
Africa,1426736614,2020-03-01,3,0,0,2.10270064604931e-07,
Africa,1426736614,2020-03-02,4,0,0,2.80360086139908e-07,
Africa,1426736614,2020-03-03,9,0,0,6.30810193814792e-07,
Africa,1426736614,2020-03-04,14,0,0,9.81260301489676e-07,
Africa,1426736614,2020-03-05,26,5,19.2307692307692,1.8223405599094e-06,
Africa,1426736614,2020-03-06,30,5,16.6666666666667,2.10270064604931e-06,
Africa,1426736614,2020-03-07,44,5,11.3636363636364,3.08396094753898e-06,
Africa,1426736614,2020-03-08,80,5,6.25,5.60720172279815e-06,
Africa,1426736614,2020-03-09,84,5,5.95238095238095,5.88756180893806e-06,
Africa,1426736614,2020-03-10,98,6,6.12244897959184,6.86882211042773e-06,
Africa,1426736614,2020-03-11,110,6,5.45454545454545,7.70990236884746e-06,
Africa,1426736614,2020-03-12,136,6,4.41176470588235,9.53224292875686e-06,
Africa,1426736614,2020-03-13,185,8,4.32432432432432,1.29666539839707e-05,
Africa,1426736614,2020-03-14,239,8,3.34728033472803,1.67515151468595e-05,
Africa,1426736614,2020-03-15,314,9,2.86624203821656,2.20082667619827e-05,
Africa,1426736614,2020-03-16,391,9,2.30179028132992,2.7405198420176e-05,
Africa,1426736614,2020-03-17,486,11,2.26337448559671,3.40637504659988e-05,
Africa,1426736614,2020-03-18,596,14,2.3489932885906,4.17736528348462e-05,
Africa,1426736614,2020-03-19,713,15,2.10378681626928,4.99741853544385e-05,
Africa,1426736614,2020-03-20,906,16,1.76600441501104,6.35015595106891e-05,
Africa,1426736614,2020-03-21,1124,21,1.86832740213523,7.8781184205314e-05,
Africa,1426736614,2020-03-22,1337,27,2.01944652206432,9.37103587922641e-05,
Africa,1426736614,2020-03-23,1657,38,2.29330114665057,0.000116139165683457,
Africa,1426736614,2020-03-24,2046,44,2.1505376344086,0.000143404184060563,
Africa,1426736614,2020-03-25,2446,51,2.08503679476697,0.000171440192674553,
Africa,1426736614,2020-03-26,2935,56,1.90800681431005,0.000205714213205157,
Africa,1426736614,2020-03-27,3601,69,1.91613440710914,0.000252394167547452,
Africa,1426736614,2020-03-28,4255,100,2.35017626321974,0.000298233041631327,
Africa,1426736614,2020-03-29,4566,140,3.06614104248795,0.000320031038328704,
Africa,1426736614,2020-03-30,5107,150,2.93714509496769,0.000357949739979127,
Africa,1426736614,2020-03-31,5661,322,5.68804098215863,0.000396779611909504,
Africa,1426736614,2020-04-01,6215,405,6.51649235720032,0.000435609483839881,
Africa,1426736614,2020-04-02,6798,439,6.45778170050015,0.000476471966394773,
Africa,1426736614,2020-04-03,7652,482,6.29900679560899,0.000536328844785643,
Africa,1426736614,2020-04-04,8513,530,6.22577234817338,0.000596676353327258,
Africa,1426736614,2020-04-05,9249,579,6.26013623094389,0.000648262609177001,
Africa,1426736614,2020-04-06,9960,629,6.31526104417671,0.00069809661448837,
Africa,1426736614,2020-04-07,10702,669,6.25116800598019,0.000750103410467323,
Africa,1426736614,2020-04-08,11520,715,6.20659722222222,0.000807437048082934,
Africa,1426736614,2020-04-09,12201,747,6.12244897959184,0.000855168352748253,
Africa,1426736614,2020-04-10,12991,800,6.15810946039566,0.000910539469760885,
Africa,1426736614,2020-04-11,13772,865,6.28085971536451,0.000965279776579702,
Africa,1426736614,2020-04-12,14590,934,6.40164496230295,0.00102261341419531,
Africa,1426736614,2020-04-13,15313,991,6.47162541631294,0.0010732884997651,
Africa,1426736614,2020-04-14,16147,1042,6.45321112280919,0.00113174357772527,
Africa,1426736614,2020-04-15,17044,1285,7.5393100211218,0.00119461432704215,
Africa,1426736614,2020-04-16,17999,1317,7.31707317073171,0.00126155029760805,
Africa,1426736614,2020-04-17,19280,1369,7.100622406639,0.00135133561519435,
Africa,1426736614,2020-04-18,20692,1417,6.84805722018171,0.00145030272560174,
Africa,1426736614,2020-04-19,21829,1476,6.7616473498557,0.00152999508008701,
Africa,1426736614,2020-04-20,23070,1516,6.57130472475076,0.00161697679681192,
Africa,1426736614,2020-04-21,24424,1557,6.37487716999673,0.00171187868597028,
Africa,1426736614,2020-04-22,25617,1593,6.21852675957372,0.0017954960816615,
Africa,1426736614,2020-04-23,27118,1637,6.03658086879563,0.0019007012039855,
Africa,1426736614,2020-04-24,28429,1690,5.94463400049246,0.00199258922221786,
Africa,1426736614,2020-04-25,29877,1726,5.77701911169127,0.0020940795734005,
Africa,1426736614,2020-04-26,31322,1765,5.63501692101398,0.00219535965451855,
Africa,1426736614,2020-04-27,32777,1808,5.51606309302255,0.00229734063585194,
Africa,1426736614,2020-04-28,33998,1858,5.46502735455027,0.00238292055214614,
Africa,1426736614,2020-04-29,35668,1905,5.34092183469777,0.00249997088810956,
Africa,1426736614,2020-04-30,37639,1972,5.23924652620952,0.00263811832055499,
Africa,1426736614,2020-05-01,40130,2021,5.03613256915026,0.00281271256419862,
Africa,1426736614,2020-05-02,41931,2083,4.96768500631991,0.00293894469298312,
Africa,1426736614,2020-05-03,44003,2151,4.88830307024521,0.00308417121760359,
Africa,1426736614,2020-05-04,45851,2187,4.76979782338444,0.00321369757740023,
Africa,1426736614,2020-05-05,48578,2283,4.69965828152662,0.00340483306612611,
Africa,1426736614,2020-05-06,50568,2344,4.63534250909666,0.00354431220898071,
Africa,1426736614,2020-05-07,52591,2395,4.55401114259094,0.00368610432254597,
Africa,1426736614,2020-05-08,55546,2461,4.43056205667375,0.00389322033618182,
Africa,1426736614,2020-05-09,59291,2541,4.28564200300214,0.00415570746683032,
Africa,1426736614,2020-05-10,62086,2604,4.19418226331218,0.00435160907702057,
Africa,1426736614,2020-05-11,65429,2665,4.07311742499503,0.004585920019012,
Africa,1426736614,2020-05-12,68197,2723,3.99284426001144,0.00477992919862082,
Africa,1426736614,2020-05-13,71384,2785,3.90143449512496,0.00500330609725279,
Africa,1426736614,2020-05-14,74328,2857,3.84377354429017,0.00520965112065176,
Africa,1426736614,2020-05-15,77579,2933,3.78066229263074,0.00543751378066197,
Africa,1426736614,2020-05-16,80158,2994,3.73512313181467,0.00561827594620068,
Africa,1426736614,2020-05-17,83378,3066,3.67722900525318,0.0058439658155433,
Africa,1426736614,2020-05-18,87423,3127,3.57686192420759,0.00612747995265228,
Africa,1426736614,2020-05-19,90327,3193,3.53493418357745,0.00633102137518986,
Africa,1426736614,2020-05-20,93762,3266,3.48328747253685,0.0065717805991625,
Africa,1426736614,2020-05-21,97803,3375,3.45081439219656,0.00685501437618534,
Africa,1426736614,2020-05-22,102243,3456,3.38018250638185,0.00716621407180064,
Africa,1426736614,2020-05-23,106360,3539,3.32737871380218,0.00745477469046014,
Africa,1426736614,2020-05-24,110317,3608,3.27057479808189,0.00773212090567405,
Africa,1426736614,2020-05-25,114720,3711,3.23483263598326,0.00804072727049255,
Africa,1426736614,2020-05-26,118630,3843,3.23948411025879,0.00831477925469431,
Africa,1426736614,2020-05-27,122405,3958,3.23352804215514,0.00857936908598885,
Africa,1426736614,2020-05-28,127656,4046,3.16945541141819,0.00894741178906901,
Africa,1426736614,2020-05-29,132515,4135,3.12040146398521,0.00928797920370746,
Africa,1426736614,2020-05-30,138431,4272,3.08601397085913,0.00970263177110839,
Africa,1426736614,2020-05-31,144578,4417,3.05509828604629,0.0101334751334839,
Africa,1426736614,2020-06-01,150200,4566,3.03994673768309,0.0105275212345535,
Africa,1426736614,2020-06-02,156291,4806,3.07503311131159,0.0109544395557231,
Africa,1426736614,2020-06-03,161326,5054,3.13278702750951,0.0113073428141517,
Africa,1426736614,2020-06-04,166638,5240,3.1445408610281,0.0116796610085455,
Africa,1426736614,2020-06-05,174481,5542,3.17627707314837,0.0122293770474443,
Africa,1426736614,2020-06-06,180961,5813,3.21229436176856,0.012683560386991,
Africa,1426736614,2020-06-07,187924,6095,3.24333241097465,0.013171597206939,
Africa,1426736614,2020-06-08,193567,6282,3.24538790186344,0.0135671151984609,
Africa,1426736614,2020-06-09,200477,6488,3.23628146869716,0.0140514372472676,
Africa,1426736614,2020-06-10,207425,6747,3.25274195492347,0.0145384227168926,
Africa,1426736614,2020-06-11,213918,6924,3.23675427032788,0.0149935172267192,
Africa,1426736614,2020-06-12,221584,7160,3.23128023684021,0.0155308273318063,
Africa,1426736614,2020-06-13,229996,7430,3.23049096506026,0.0161204245929585,
Africa,1426736614,2020-06-14,239164,7638,3.19362445853055,0.0167630099103912,
Africa,1426736614,2020-06-15,247874,7853,3.16814187853506,0.0173734939979609,
Africa,1426736614,2020-06-16,256610,8156,3.17836405440162,0.0179858004260904,
Africa,1426736614,2020-06-17,263861,8474,3.21153940900701,0.0184940231722405,
Africa,1426736614,2020-06-18,273002,8711,3.19081911487828,0.0191347160590918,
Africa,1426736614,2020-06-19,282509,9060,3.20697747682375,0.0198010618938248,
Africa,1426736614,2020-06-20,291807,9442,3.23570030876572,0.020452758914057,
Africa,1426736614,2020-06-21,302554,9760,3.22587042313108,0.0212060163754934,
Africa,1426736614,2020-06-22,311777,10153,3.25649422503905,0.0218524566441105,
Africa,1426736614,2020-06-23,321164,10393,3.23604139940965,0.0225103916762593,
Africa,1426736614,2020-06-24,330442,10674,3.23021891890256,0.0231606868960608,
Africa,1426736614,2020-06-25,342010,11049,3.23060729218444,0.0239714882651774,
Africa,1426736614,2020-06-26,354082,11330,3.19982376963528,0.0248176150051477,
Africa,1426736614,2020-06-27,365880,11622,3.17645129550672,0.0256445370792173,
Africa,1426736614,2020-06-28,378949,11954,3.15451419584166,0.026560543570658,
Africa,1426736614,2020-06-29,390045,12249,3.14040687612968,0.0273382624496101,
Africa,1426736614,2020-06-30,400843,12543,3.1291553051943,0.0280950945021447,
Africa,1426736614,2020-07-01,412568,12880,3.12190960035679,0.0289169000046423,
Africa,1426736614,2020-07-02,426832,13104,3.07006035161375,0.0299166640718173,
Africa,1426736614,2020-07-03,441247,13329,3.02075708163455,0.0309270117322439,
Africa,1426736614,2020-07-04,456357,13586,2.97705524403044,0.0319860719576374,
Africa,1426736614,2020-07-05,473019,13785,2.91425925808477,0.0331539118964532,
Africa,1426736614,2020-07-06,487200,14058,2.88546798029557,0.0341478584918407,
Africa,1426736614,2020-07-07,501616,14455,2.88168638958885,0.035158276242289,
Africa,1426736614,2020-07-08,515883,14771,2.86324612363656,0.0361582505795285,
Africa,1426736614,2020-07-09,529960,15018,2.83379877726621,0.0371449078126763,
Africa,1426736614,2020-07-10,548554,15271,2.78386448736132,0.0384481616730977,
Africa,1426736614,2020-07-11,566567,15544,2.74354136403991,0.0397106932310072,
Africa,1426736614,2020-07-12,585339,15789,2.69741124374081,0.0410264231152618,
Africa,1426736614,2020-07-13,602165,16061,2.66720915363729,0.0422057578176094,
Africa,1426736614,2020-07-14,618391,16302,2.63619619302351,0.0433430385070359,
Africa,1426736614,2020-07-15,634531,16603,2.61657822864446,0.0444742914546104,
Africa,1426736614,2020-07-16,652991,16864,2.58257770780914,0.0457681532521461,
Africa,1426736614,2020-07-17,672561,17206,2.55828095890187,0.0471398149735856,
Africa,1426736614,2020-07-18,691764,17461,2.52412672529938,0.0484857536571217,
Africa,1426736614,2020-07-19,711203,17744,2.49492760857308,0.0498482335857402,
Africa,1426736614,2020-07-20,730457,17955,2.45805023430537,0.0511977468603746,
Africa,1426736614,2020-07-21,745180,18202,2.44263131055584,0.0522296822474341,
Africa,1426736614,2020-07-22,758852,18520,2.44052858791965,0.0531879530218603,
Africa,1426736614,2020-07-23,778511,19204,2.46676026414527,0.0545658527552164,
Africa,1426736614,2020-07-24,797695,19488,2.44303900613643,0.0559104597283434,
Africa,1426736614,2020-07-25,818586,19857,2.42576833710814,0.0573747103682306,
Africa,1426736614,2020-07-26,836826,20280,2.42344286625894,0.0586531523610286,
Africa,1426736614,2020-07-27,854975,20519,2.39995321500629,0.0599252161618669,
Africa,1426736614,2020-07-28,868083,20926,2.41059898650244,0.0608439561641473,
Africa,1426736614,2020-07-29,881347,21294,2.41607448598566,0.0617736302097873,
Africa,1426736614,2020-07-30,899114,21653,2.4082596867583,0.0630189196223992,
Africa,1426736614,2020-07-31,917352,22105,2.40965300124707,0.0642972214351541,
Africa,1426736614,2020-08-01,935036,22418,2.39755474655521,0.0655366933759787,
Africa,1426736614,2020-08-02,951346,22706,2.38672365259327,0.0666798616272141,
Africa,1426736614,2020-08-03,965176,23053,2.38847629862326,0.0676492066250428,
Africa,1426736614,2020-08-04,975737,23366,2.39470267090415,0.0683894273424737,
Africa,1426736614,2020-08-05,985526,23821,2.41708488664936,0.0690755385632796,
Africa,1426736614,2020-08-06,1000246,24362,2.43560084219282,0.0701072636802745,
Africa,1426736614,2020-08-07,1014384,24807,2.44552358870014,0.071098196404736,
Africa,1426736614,2020-08-08,1028102,25228,2.45384212850476,0.0720596913201528,
Africa,1426736614,2020-08-09,1042066,25644,2.46088059681441,0.0730384283808672,
Africa,1426736614,2020-08-10,1054366,25983,2.46432453246785,0.0739005356457474,
Africa,1426736614,2020-08-11,1062821,26303,2.47482878114,0.0744931467778257,
Africa,1426736614,2020-08-12,1070519,26563,2.48131980842937,0.0750326997636019,
Africa,1426736614,2020-08-13,1079857,26979,2.49838636041624,0.0756872003846955,
Africa,1426736614,2020-08-14,1090226,27369,2.51039692687571,0.0764139638179917,
Africa,1426736614,2020-08-15,1103321,27776,2.51749037678065,0.0773317926499922,
Africa,1426736614,2020-08-16,1114998,27998,2.51103589423479,0.0781502338314562,
Africa,1426736614,2020-08-17,1124948,28278,2.51371618954832,0.0788476295457292,
Africa,1426736614,2020-08-18,1133809,28523,2.51567944865493,0.0794686972265506,
Africa,1426736614,2020-08-19,1142335,28922,2.53183173062193,0.0800662847501578,
Africa,1426736614,2020-08-20,1153205,29237,2.53528210508973,0.080828163284243,
Africa,1426736614,2020-08-21,1163928,29561,2.53976190967139,0.0815797385851626,
Africa,1426736614,2020-08-22,1174596,29916,2.54691825955477,0.0823274589348977,
Africa,1426736614,2020-08-23,1185010,30186,2.54732027577826,0.083057376419163,
Africa,1426736614,2020-08-24,1194256,30360,2.54216851328358,0.0837054287582754,
Africa,1426736614,2020-08-25,1201867,30589,2.54512354528413,0.0842388839121781,
Africa,1426736614,2020-08-26,1209316,30856,2.5515249942943,0.0847609844825921,
Africa,1426736614,2020-08-27,1218355,31168,2.55820347928149,0.0853945281872468,
Africa,1426736614,2020-08-28,1227106,31422,2.56065898137569,0.0860078859656993,
Africa,1426736614,2020-08-29,1234999,31661,2.56364580052292,0.0865611065056749,
Africa,1426736614,2020-08-30,1243540,31987,2.57225340560014,0.0871597453796051,
Africa,1426736614,2020-08-31,1252903,32143,2.5654819247779,0.0878159982512371,
Africa,1426736614,2020-09-01,1259962,32375,2.56952193796321,0.0883107637132525,
Africa,1426736614,2020-09-02,1266640,32613,2.57476473188909,0.0887788248770631,
Africa,1426736614,2020-09-03,1274968,32863,2.57755488765208,0.0893625345764064,
Africa,1426736614,2020-09-04,1282927,33157,2.58448064465086,0.0899203810578033,
Africa,1426736614,2020-09-05,1291928,33398,2.58512858301701,0.0905512613416396,
Africa,1426736614,2020-09-06,1299402,33613,2.58680531506031,0.091075114162592,
Africa,1426736614,2020-09-07,1307666,33841,2.58789323879339,0.0916543381005571,
Africa,1426736614,2020-09-08,1314190,34058,2.59155829826737,0.0921116054010513,
Africa,1426736614,2020-09-09,1321641,34279,2.59366953658369,0.0926338461515084,
Africa,1426736614,2020-09-10,1330220,34476,2.59175174031363,0.0932351484462569,
Africa,1426736614,2020-09-11,1338251,34689,2.59211463320408,0.0937980414092043,
Africa,1426736614,2020-09-12,1347278,34914,2.59144734791186,0.0944307440336006,
Africa,1426736614,2020-09-13,1354726,35061,2.5880510154821,0.0949527745139931,
Africa,1426736614,2020-09-14,1362117,35189,2.58340509662533,0.0954708098631581,
Africa,1426736614,2020-09-15,1367946,35356,2.58460494785613,0.0958793645986855,
Africa,1426736614,2020-09-16,1374769,35625,2.59134443677447,0.0963575888156186,
Africa,1426736614,2020-09-17,1382281,35804,2.59021139695908,0.0968841050573894,
Africa,1426736614,2020-09-18,1391307,35981,2.58612944519075,0.0975167375917641,
Africa,1426736614,2020-09-19,1400292,36191,2.58453236896304,0.0981464964352559,
Africa,1426736614,2020-09-20,1408273,36376,2.58302189987311,0.0987058848971265,
Africa,1426736614,2020-09-21,1415965,36490,2.57704109917971,0.0992450173427736,
Africa,1426736614,2020-09-22,1422223,36629,2.57547515403703,0.0996836406975394,
Africa,1426736614,2020-09-23,1429098,36865,2.57959915974972,0.100165509595592,
Africa,1426736614,2020-09-24,1437809,37070,2.57822840168618,0.100776063773184,
Africa,1426736614,2020-09-25,1446014,37236,2.57507880283317,0.101351152399878,
Africa,1426736614,2020-09-26,1454271,37692,2.59181404291222,0.101929885707692,
Africa,1426736614,2020-09-27,1461753,37877,2.5912038490771,0.102454299248817,
Africa,1426736614,2020-09-28,1469267,37993,2.58584722858405,0.102980955670631,
Africa,1426736614,2020-09-29,1474996,38292,2.59607483681312,0.103382501404005,
Africa,1426736614,2020-09-30,1482782,38504,2.59674045139474,0.103928222311676,
Africa,1426736614,2020-10-01,1491177,38814,2.60291031849338,0.104516628042462,
Africa,1426736614,2020-10-02,1499859,39053,2.60377808847365,0.105125149609429,
Africa,1426736614,2020-10-03,1508534,39189,2.59782013531017,0.105733180546245,
Africa,1426736614,2020-10-04,1516155,39295,2.59175348166909,0.106267336600363,
Africa,1426736614,2020-10-05,1525581,39470,2.58721103631993,0.106928005143352,
Africa,1426736614,2020-10-06,1530458,39600,2.58746074704435,0.107269834178378,
Africa,1426736614,2020-10-07,1539644,39828,2.58683176110841,0.107913681116198,
Africa,1426736614,2020-10-08,1548063,40063,2.58794377231418,0.108503769007501,
Africa,1426736614,2020-10-09,1558282,40355,2.58971097657548,0.109220018937567,
Africa,1426736614,2020-10-10,1567294,40594,2.59006925312035,0.10985167021164,
Africa,1426736614,2020-10-11,1579607,40751,2.5798189043224,0.1107146886468,
Africa,1426736614,2020-10-12,1590489,40860,2.56902122554761,0.111477408261144,
Africa,1426736614,2020-10-13,1596177,40970,2.56675794727026,0.111876080303635,
Africa,1426736614,2020-10-14,1606502,41133,2.56040764343897,0.112599759775983,
Africa,1426736614,2020-10-15,1615432,41259,2.55405365252143,0.113225663668291,
Africa,1426736614,2020-10-16,1624568,41375,2.54683091135613,0.113866006105034,
Africa,1426736614,2020-10-17,1634008,41519,2.54093003216631,0.114527655908325,
Africa,1426736614,2020-10-18,1648306,41755,2.53320681960752,0.115529803036232,
Africa,1426736614,2020-10-19,1656474,41881,2.52832220729091,0.116102298332129,
Africa,1426736614,2020-10-20,1666319,42055,2.52382647020168,0.116792334594141,
Africa,1426736614,2020-10-21,1676265,42350,2.52645017345109,0.117489449948328,
Africa,1426736614,2020-10-22,1687052,42532,2.52108411596086,0.118245511010626,
Africa,1426736614,2020-10-23,1699000,42714,2.51406709829311,0.119082946587926,
Africa,1426736614,2020-10-24,1710413,42896,2.50793229471479,0.119882884003704,
Africa,1426736614,2020-10-25,1721606,43080,2.50231469918204,0.120667401614745,
Africa,1426736614,2020-10-26,1732511,43282,2.49822367650191,0.121431733299584,
Africa,1426736614,2020-10-27,1739810,43453,2.4975715739075,0.121943320366768,
Africa,1426736614,2020-10-28,1750924,43780,2.50039407764129,0.122722300866108,
Africa,1426736614,2020-10-29,1761378,43932,2.49418353130333,0.123455021951235,
Africa,1426736614,2020-10-30,1772073,44070,2.48691786399319,0.124204634731551,
Africa,1426736614,2020-10-31,1785745,44306,2.48109332519481,0.125162905505977,
Africa,1426736614,2020-11-01,1797568,44513,2.47629018763129,0.125991579830585,
Africa,1426736614,2020-11-02,1807566,44687,2.47221954827652,0.126692339865892,
Africa,1426736614,2020-11-03,1815556,44865,2.47114382591338,0.127252359137957,
Africa,1426736614,2020-11-04,1826655,45124,2.47030774831591,0.128030288286973,
Africa,1426736614,2020-11-05,1840303,45591,2.47736378194243,0.128986876900883,
Africa,1426736614,2020-11-06,1856092,45827,2.46900476916015,0.130093528250898,
Africa,1426736614,2020-11-07,1869695,46183,2.47008201872498,0.131046962813839,
Africa,1426736614,2020-11-08,1883099,46392,2.46359856810502,0.131986449462493,
Africa,1426736614,2020-11-09,1895096,46581,2.45797574370903,0.132827319450849,
Africa,1426736614,2020-11-10,1904420,46851,2.4601190913769,0.133480838811641,
Africa,1426736614,2020-11-11,1918490,47106,2.45536854505366,0.134467005414638,
Africa,1426736614,2020-11-12,1932801,47397,2.45224417826771,0.135470063712825,
Africa,1426736614,2020-11-13,1947735,47616,2.44468575037159,0.136516788094428,
Africa,1426736614,2020-11-14,1963348,47862,2.43777465838965,0.137611103600654,
Africa,1426736614,2020-11-15,1977319,48076,2.43137298534025,0.138590331291519,
Africa,1426736614,2020-11-16,1989999,48383,2.43130775442601,0.139479072764582,
Africa,1426736614,2020-11-17,2000239,48601,2.42975964372257,0.140196794585101,
Africa,1426736614,2020-11-18,2013969,48814,2.42377117026131,0.141159130580776,
Africa,1426736614,2020-11-19,2029198,49106,2.41997084562472,0.142226531518732,
Africa,1426736614,2020-11-20,2044012,49368,2.41525000831698,0.143264845097751,
Africa,1426736614,2020-11-21,2058879,49704,2.41412924217499,0.144306873447912,
Africa,1426736614,2020-11-22,2072562,49947,2.40991584328961,0.145265915212575,
Africa,1426736614,2020-11-23,2085300,50237,2.40910180789335,0.146158721906887,
Africa,1426736614,2020-11-24,2095013,50512,2.41105902445474,0.146839506286057,
Africa,1426736614,2020-11-25,2108159,50879,2.41343276289881,0.147760909709155,
Africa,1426736614,2020-11-26,2123027,51166,2.41004942471292,0.148803008149337,
Africa,1426736614,2020-11-27,2136934,51472,2.408684592037,0.149777750078824,
Africa,1426736614,2020-11-28,2153102,51794,2.40555254697641,0.150910965547002,
Africa,1426736614,2020-11-29,2166439,52021,2.40122154374067,0.151845756164214,
Africa,1426736614,2020-11-30,2179922,52255,2.39710411656931,0.15279077992457,
Africa,1426736614,2020-12-01,2189695,52519,2.39846188624443,0.153475769705031,
Africa,1426736614,2020-12-02,2202901,52827,2.39806509688815,0.154401378529422,
Africa,1426736614,2020-12-03,2218277,53109,2.39415546390284,0.155479082700544,
Africa,1426736614,2020-12-04,2234537,53432,2.39118886820849,0.156618746450703,
Africa,1426736614,2020-12-05,2250613,53812,2.39099303167626,0.157745513636899,
Africa,1426736614,2020-12-06,2265683,54082,2.38700647884104,0.158801770261431,
Africa,1426736614,2020-12-07,2279852,54398,2.38603207576632,0.15979487577656,
Africa,1426736614,2020-12-08,2290462,54640,2.38554492499766,0.160538530905046,
Africa,1426736614,2020-12-09,2305967,55058,2.38763173974302,0.161625276688946,
Africa,1426736614,2020-12-10,2324433,55401,2.38341995660877,0.162919559026611,
Africa,1426736614,2020-12-11,2343056,55781,2.3806942727788,0.164224845497657,
Africa,1426736614,2020-12-12,2361793,56164,2.37802381495753,0.165538122231158,
Africa,1426736614,2020-12-13,2379611,56495,2.37412753597122,0.166786986234868,
Africa,1426736614,2020-12-14,2395872,56857,2.37312343898171,0.167926720075048,
Africa,1426736614,2020-12-15,2410100,57191,2.37297207584748,0.168923960901448,
Africa,1426736614,2020-12-16,2427837,57594,2.37223503884322,0.170167147613414,
Africa,1426736614,2020-12-17,2448841,57935,2.3658130519703,0.171639318425734,
Africa,1426736614,2020-12-18,2469166,58304,2.36128312150742,0.173063898113433,
Africa,1426736614,2020-12-19,2491192,58856,2.36256378472635,0.174607700927762,
Africa,1426736614,2020-12-20,2509052,59240,2.36105110615483,0.175859508712377,
Africa,1426736614,2020-12-21,2527594,59577,2.35706367399195,0.177159117891678,
Africa,1426736614,2020-12-22,2543847,59989,2.35820000180829,0.178298291011686,
Africa,1426736614,2020-12-23,2564152,60509,2.3598055029499,0.179721468898954,
Africa,1426736614,2020-12-24,2590349,61129,2.35987505930668,0.181557617193106,
Africa,1426736614,2020-12-25,2616208,61676,2.35745781680967,0.183370075059979,
Africa,1426736614,2020-12-26,2641471,62206,2.35497569346777,0.185140759274017,
Africa,1426736614,2020-12-27,2662452,62634,2.35249311536884,0.186611318015842,
Africa,1426736614,2020-12-28,2680827,63073,2.35274413455251,0.187899222161547,
Africa,1426736614,2020-12-29,2696702,63616,2.35902965919112,0.189011901253415,
Africa,1426736614,2020-12-30,2716637,64338,2.36829580102163,0.190409145832715,
Africa,1426736614,2020-12-31,2747852,65052,2.36737640891868,0.192597005854929,
Africa,1426736614,2021-01-01,2777642,65745,2.36693569581681,0.194684987596456,
